chapter,md_file,slide_id,slide_title,need_image,image_priority,image_role,image_type,concept_keywords_zh,concept_keywords_en,search_query_zh,search_query_en,preferred_source_type,avoid_source_type,license_requirement,suggested_caption_zh,insertion_position,layout_hint,reason,existing_image_detected,notes
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,116,4.7.7 相组成预测与相图知识,yes,high,模拟结果,simulation,相场；相图；分子动力学；有限元；高通量；材料数据库；材料基因；机器学习 材料性能预测,CALPHAD; Materials Project; phase-field; phase diagram; DFT; machine learning materials property prediction workflow,材料信息学 CALPHAD 相图 高通量材料设计 4.7.7 相组成预测与相图知识,materials informatics CALPHAD phase diagram high-throughput materials design machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.7.7 相组成预测与相图知识的教学示意图,right,右侧 40% 宽度,本页涉及材料应用相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：CALPHAD；相图。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,117,4.7.8 相分类模型代码骨架,yes,high,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.7.8 相分类模型代码骨架,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.7.8 相分类模型代码骨架的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：分类；SVM。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,118,4.7.9 案例四：腐蚀性能预测,yes,high,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.7.9 案例四：腐蚀性能预测,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.7.9 案例四：腐蚀性能预测的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：回归；分类。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,119,4.7.10 腐蚀数据的特殊性,yes,low,概念示意,schematic,4.7.10 腐蚀数据的特殊性；机器学习 材料性能预测,machine learning materials property prediction workflow; concept diagram,机器学习 材料性能预测 4.7.10 腐蚀数据的特殊性 教学示意图,machine learning materials property prediction workflow 4.7.10 腐蚀数据的特殊性 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.7.10 腐蚀数据的特殊性的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,120,4.7.11 腐蚀速率转换示意,yes,low,概念示意,schematic,4.7.11 腐蚀速率转换示意；机器学习 材料性能预测,machine learning materials property prediction workflow; concept diagram,机器学习 材料性能预测 4.7.11 腐蚀速率转换示意 教学示意图,machine learning materials property prediction workflow 4.7.11 腐蚀速率转换示意 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.7.11 腐蚀速率转换示意的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,121,4.7.12 综合案例流程,yes,high,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.7.12 综合案例流程,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.7.12 综合案例流程的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：回归；交叉验证；随机森林。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,122,4.7.13 综合案例代码框架,yes,medium,材料组织,microscopy,显微组织；晶粒；组织识别；金相；机器学习 材料性能预测,microstructure; SEM; EBSD; machine learning materials property prediction workflow,材料显微组织识别 图像 4.7.13 综合案例代码框架,materials microstructure recognition microscopy image machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.7.13 综合案例代码框架的教学示意图,right,右侧 40% 宽度,本页涉及材料组织相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：SEM。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,123,4.7.14 结果解释模板,yes,high,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.7.14 结果解释模板,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.7.14 结果解释模板的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：分类；交叉验证。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,124,4.7.15 章节综合图景,yes,medium,材料组织,microscopy,显微组织；晶粒；组织识别；金相；机器学习 材料性能预测,microstructure; SEM; EBSD; machine learning materials property prediction workflow,材料显微组织识别 图像 4.7.15 章节综合图景,materials microstructure recognition microscopy image machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.7.15 章节综合图景的教学示意图,right,右侧 40% 宽度,本页涉及材料组织相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：microstructure。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,125,4.7.16 本章总结,no,none,,,,,,,,,,,none,不建议插图,封面、目录、过渡或总结类页面通常以文字结构为主，避免装饰性配图。,no,可人工判断是否需要主题图。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,126,4.7.17 思考题,no,none,,,,,,,,,,,none,不建议插图,封面、目录、过渡或总结类页面通常以文字结构为主，避免装饰性配图。,no,可人工判断是否需要主题图。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,127,章节 Python 编程作业,yes,high,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 章节 Python 编程作业,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,章节 Python 编程作业的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：回归；交叉验证；随机森林。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,128,作业参考代码骨架,yes,high,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；机器学习 材料性能预测,Pandas; NumPy; CSV; machine learning materials property prediction workflow,Python Pandas 数据预处理 数据清洗 流程图 作业参考代码骨架,Python pandas data preprocessing workflow missing values feature scaling diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,作业参考代码骨架的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：Pandas；NumPy。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,129,作业参考代码骨架：模型比较,no,none,,,,,,,,,,,none,不建议插图,本页以代码阅读或演示为主，插图可能挤压 4:3 板书式排版空间。,no,若后续需要运行结果截图，可人工补充。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,130,参考资料与延伸阅读,yes,high,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 参考资料与延伸阅读,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,参考资料与延伸阅读的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：监督学习；回归；分类；聚类；交叉验证。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,131,谢谢,yes,high,材料组织,microscopy,显微组织；晶粒；组织识别；金相；机器学习 材料性能预测,microstructure; SEM; EBSD; machine learning materials property prediction workflow,材料显微组织识别 图像 谢谢,materials microstructure recognition microscopy image machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,谢谢的教学示意图,right,右侧 40% 宽度,本页涉及材料组织相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：显微组织；组织识别。
