chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,118,常见考试与讨论问题,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 常见考试与讨论问题 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,常见考试与讨论问题的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,119,Python编程作业：材料数据库候选筛选,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 Python编程作业：材料数据库候选筛选 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,Python编程作业：材料数据库候选筛选的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,120,作业参考代码框架,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram materials database high-throughput materials design workflow | Python Pandas 数据预处理 数据清洗 流程图 作业参考代码框架 | Pandas NumPy CSV materials database high-throughput materials design workflow diagram,数据流程,flowchart,作业参考代码框架的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,121,作业拓展要求,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design materials database high-throughput materials design workflow | 材料信息学 CALPHAD 相图 高通量材料设计 作业拓展要求 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,作业拓展要求的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch09,第9章_大数据平台材料数据库与高通量材料设计_100页_Marp.md,122,最后一页,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram materials database high-throughput materials design workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 最后一页 | 可信AI materials database high-throughput materials design workflow diagram,安全合规案例,schematic,最后一页的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,1,第10章 可信AI、数据安全与综合应用,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 第10章 可信AI、数据安全与综合应用 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,第10章 可信AI、数据安全与综合应用的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,4,本章知识地图,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 本章知识地图 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,本章知识地图的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,5,为什么最后要讲可信AI？,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow trustworthy AI data security privacy fairness explainability workflow | 大语言模型 提示工程 Transformer 注意力机制 示意图 为什么最后要讲可信AI？ | token LLM prompt trustworthy AI data security privacy fairness explainability workflow diagram,概念示意,algorithm_diagram,为什么最后要讲可信AI？的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,6,从性能指标到可信指标,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 从性能指标到可信指标 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,从性能指标到可信指标的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,7,本章案例贯穿对象,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram trustworthy AI data security privacy fairness explainability workflow | 机器学习流程 特征工程 模型训练 评估 示意图 本章案例贯穿对象 | SVM KNN trustworthy AI data security privacy fairness explainability workflow diagram,算法流程,flowchart,本章案例贯穿对象的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,8,10.1 AI伦理、算法偏差与模型公平性,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 10.1 AI伦理、算法偏差与模型公平性 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,10.1 AI伦理、算法偏差与模型公平性的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,9,10.1.1 AI伦理的基本问题,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 10.1.1 AI伦理的基本问题 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,10.1.1 AI伦理的基本问题的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,10,材料科学中的AI伦理并非遥远问题,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design trustworthy AI data security privacy fairness explainability workflow | 材料信息学 CALPHAD 相图 高通量材料设计 材料科学中的AI伦理并非遥远问题 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,材料科学中的AI伦理并非遥远问题的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,11,可信AI的典型属性,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 可信AI的典型属性 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,可信AI的典型属性的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,12,10.1.2 算法偏差的定义,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI data security privacy fairness explainability workflow 10.1.2 算法偏差的定义 concept diagram open educational resource | 可信AI 数据安全 综合应用 10.1.2 算法偏差的定义 教学示意图 | trustworthy AI data security privacy fairness explainability workflow concept diagram diagram,概念示意,schematic,10.1.2 算法偏差的定义的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,13,偏差来源：从数据到应用,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram trustworthy AI data security privacy fairness explainability workflow | 机器学习流程 特征工程 模型训练 评估 示意图 偏差来源：从数据到应用 | SVM KNN trustworthy AI data security privacy fairness explainability workflow diagram,算法流程,flowchart,偏差来源：从数据到应用的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,14,材料数据中的选择偏差,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood trustworthy AI data security privacy fairness explainability workflow | 贝叶斯定理 先验 后验 概率图示 材料数据中的选择偏差 | Bayes trustworthy AI data security privacy fairness explainability workflow diagram,算法流程,algorithm_diagram,材料数据中的选择偏差的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,15,测量偏差与实验条件偏差,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image trustworthy AI data security privacy fairness explainability workflow | 材料显微组织识别 图像 测量偏差与实验条件偏差 | microstructure SEM EBSD trustworthy AI data security privacy fairness explainability workflow diagram,材料组织,microscopy,测量偏差与实验条件偏差的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,16,标注偏差：显微组织识别示例,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image trustworthy AI data security privacy fairness explainability workflow | 材料显微组织识别 图像 标注偏差：显微组织识别示例 | microstructure SEM EBSD trustworthy AI data security privacy fairness explainability workflow diagram,材料组织,microscopy,标注偏差：显微组织识别示例的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,17,公平性在材料AI中的重新表述,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 公平性在材料AI中的重新表述 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,公平性在材料AI中的重新表述的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,18,分类任务的基本评价矩阵,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram trustworthy AI data security privacy fairness explainability workflow | 机器学习流程 特征工程 模型训练 评估 示意图 分类任务的基本评价矩阵 | SVM KNN trustworthy AI data security privacy fairness explainability workflow diagram,算法流程,flowchart,分类任务的基本评价矩阵的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,19,分类指标公式,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram trustworthy AI data security privacy fairness explainability workflow | 机器学习流程 特征工程 模型训练 评估 示意图 分类指标公式 | SVM KNN trustworthy AI data security privacy fairness explainability workflow diagram,算法流程,flowchart,分类指标公式的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,20,材料子群误差差异,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram trustworthy AI data security privacy fairness explainability workflow | 机器学习流程 特征工程 模型训练 评估 示意图 材料子群误差差异 | SVM KNN trustworthy AI data security privacy fairness explainability workflow diagram,算法流程,flowchart,材料子群误差差异的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,21,公平性诊断的基本流程,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 公平性诊断的基本流程 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,公平性诊断的基本流程的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,22,Python示例：按材料类别计算误差,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram trustworthy AI data security privacy fairness explainability workflow | Python Pandas 数据预处理 数据清洗 流程图 Python示例：按材料类别计算误差 | Pandas NumPy CSV trustworthy AI data security privacy fairness explainability workflow diagram,数据流程,flowchart,Python示例：按材料类别计算误差的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,23,偏差缓解策略,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow trustworthy AI data security privacy fairness explainability workflow | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 偏差缓解策略 | AI Agent trustworthy AI data security privacy fairness explainability workflow diagram,算法流程,flowchart,偏差缓解策略的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,24,人类监督：不是形式要求,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI data security privacy fairness explainability workflow 人类监督：不是形式要求 concept diagram open educational resource | 可信AI 数据安全 综合应用 人类监督：不是形式要求 教学示意图 | trustworthy AI data security privacy fairness explainability workflow concept diagram diagram,概念示意,schematic,人类监督：不是形式要求的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,25,课堂讨论：一个偏差案例,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI data security privacy fairness explainability workflow 课堂讨论：一个偏差案例 concept diagram open educational resource | 可信AI 数据安全 综合应用 课堂讨论：一个偏差案例 教学示意图 | trustworthy AI data security privacy fairness explainability workflow concept diagram diagram,概念示意,schematic,课堂讨论：一个偏差案例的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,26,10.2 数据安全、隐私保护与网络安全 △,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 10.2 数据安全、隐私保护与网络安全 △ | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,10.2 数据安全、隐私保护与网络安全 △的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,27,10.2.1 三类安全概念,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 10.2.1 三类安全概念 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,10.2.1 三类安全概念的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,28,材料实验室的数据资产,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram trustworthy AI data security privacy fairness explainability workflow | 检索增强生成 RAG 向量数据库 知识图谱 流程图 材料实验室的数据资产 | RAG GraphRAG trustworthy AI data security privacy fairness explainability workflow diagram,数据流程,flowchart,材料实验室的数据资产的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,29,CIA三元组,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI data security privacy fairness explainability workflow CIA三元组 concept diagram open educational resource | 可信AI 数据安全 综合应用 CIA三元组 教学示意图 | trustworthy AI data security privacy fairness explainability workflow concept diagram diagram,概念示意,schematic,CIA三元组的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,31,数据分级分类,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram trustworthy AI data security privacy fairness explainability workflow | 机器学习流程 特征工程 模型训练 评估 示意图 数据分级分类 | SVM KNN trustworthy AI data security privacy fairness explainability workflow diagram,算法流程,flowchart,数据分级分类的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,32,隐私保护：材料课程中的常见场景,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 隐私保护：材料课程中的常见场景 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,隐私保护：材料课程中的常见场景的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,35,差分隐私的基本思想,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 差分隐私的基本思想 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,差分隐私的基本思想的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,36,加密、哈希与签名,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI data security privacy fairness explainability workflow 加密、哈希与签名 concept diagram open educational resource | 可信AI 数据安全 综合应用 加密、哈希与签名 教学示意图 | trustworthy AI data security privacy fairness explainability workflow concept diagram diagram,概念示意,schematic,加密、哈希与签名的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,37,Python示例：计算文件SHA256,yes,1,not_found,,,,,,,,,,,,,,,Python pandas data preprocessing workflow missing values feature scaling diagram trustworthy AI data security privacy fairness explainability workflow | Python Pandas 数据预处理 数据清洗 流程图 Python示例：计算文件SHA256 | Pandas NumPy CSV trustworthy AI data security privacy fairness explainability workflow diagram,数据流程,flowchart,Python示例：计算文件SHA256的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,38,RAG与知识库的特殊安全风险,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram trustworthy AI data security privacy fairness explainability workflow | 检索增强生成 RAG 向量数据库 知识图谱 流程图 RAG与知识库的特殊安全风险 | RAG GraphRAG trustworthy AI data security privacy fairness explainability workflow diagram,数据流程,flowchart,RAG与知识库的特殊安全风险的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,39,LLM应用的攻击面,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow trustworthy AI data security privacy fairness explainability workflow | 大语言模型 提示工程 Transformer 注意力机制 示意图 LLM应用的攻击面 | token LLM prompt trustworthy AI data security privacy fairness explainability workflow diagram,概念示意,algorithm_diagram,LLM应用的攻击面的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,40,AI工具调用的最小权限原则,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI data security privacy fairness explainability workflow AI工具调用的最小权限原则 concept diagram open educational resource | 可信AI 数据安全 综合应用 AI工具调用的最小权限原则 教学示意图 | trustworthy AI data security privacy fairness explainability workflow concept diagram diagram,概念示意,schematic,AI工具调用的最小权限原则的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,41,实验室数据安全检查清单,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 实验室数据安全检查清单 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,实验室数据安全检查清单的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,42,从安全合规到科研效率,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 从安全合规到科研效率 | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,从安全合规到科研效率的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,43,10.3 AI科研应用中的版权、署名与学术规范,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI data security privacy fairness explainability workflow 10.3 AI科研应用中的版权、署名与学术规范 concept diagram open educational resource | 可信AI 数据安全 综合应用 10.3 AI科研应用中的版权、署名与学术规范 教学示意图 | trustworthy AI data security privacy fairness explainability workflow concept diagram diagram,概念示意,schematic,10.3 AI科研应用中的版权、署名与学术规范的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,44,10.3.1 AI辅助科研的常见用途,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image trustworthy AI data security privacy fairness explainability workflow | 材料显微组织识别 图像 10.3.1 AI辅助科研的常见用途 | microstructure SEM EBSD trustworthy AI data security privacy fairness explainability workflow diagram,材料组织,microscopy,10.3.1 AI辅助科研的常见用途的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,46,应披露的AI使用场景,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram trustworthy AI data security privacy fairness explainability workflow | 检索增强生成 RAG 向量数据库 知识图谱 流程图 应披露的AI使用场景 | RAG GraphRAG trustworthy AI data security privacy fairness explainability workflow diagram,数据流程,flowchart,应披露的AI使用场景的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,47,引用核验：大模型最容易出错的环节,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow trustworthy AI data security privacy fairness explainability workflow | 大语言模型 提示工程 Transformer 注意力机制 示意图 引用核验：大模型最容易出错的环节 | token LLM prompt trustworthy AI data security privacy fairness explainability workflow diagram,概念示意,algorithm_diagram,引用核验：大模型最容易出错的环节的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,48,引用核验的最小流程,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI data security privacy fairness explainability workflow 引用核验的最小流程 concept diagram open educational resource | 可信AI 数据安全 综合应用 引用核验的最小流程 教学示意图 | trustworthy AI data security privacy fairness explainability workflow concept diagram diagram,概念示意,schematic,引用核验的最小流程的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,49,版权：输入材料也需要注意,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI data security privacy fairness explainability workflow 版权：输入材料也需要注意 concept diagram open educational resource | 可信AI 数据安全 综合应用 版权：输入材料也需要注意 教学示意图 | trustworthy AI data security privacy fairness explainability workflow concept diagram diagram,概念示意,schematic,版权：输入材料也需要注意的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,50,AI生成图像和科研图件,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image trustworthy AI data security privacy fairness explainability workflow | 材料显微组织识别 图像 AI生成图像和科研图件 | microstructure SEM EBSD trustworthy AI data security privacy fairness explainability workflow diagram,材料组织,microscopy,AI生成图像和科研图件的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,53,推荐的AI使用记录表,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI data security privacy fairness explainability workflow 推荐的AI使用记录表 concept diagram open educational resource | 可信AI 数据安全 综合应用 推荐的AI使用记录表 教学示意图 | trustworthy AI data security privacy fairness explainability workflow concept diagram diagram,概念示意,schematic,推荐的AI使用记录表的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,54,科研写作中的合规表达,yes,1,not_found,,,,,,,,,,,,,,,large language model Transformer attention mechanism prompt engineering workflow trustworthy AI data security privacy fairness explainability workflow | 大语言模型 提示工程 Transformer 注意力机制 示意图 科研写作中的合规表达 | token LLM prompt trustworthy AI data security privacy fairness explainability workflow diagram,概念示意,algorithm_diagram,科研写作中的合规表达的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,55,课程作业中的AI使用规范,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI data security privacy fairness explainability workflow 课程作业中的AI使用规范 concept diagram open educational resource | 可信AI 数据安全 综合应用 课程作业中的AI使用规范 教学示意图 | trustworthy AI data security privacy fairness explainability workflow concept diagram diagram,概念示意,schematic,课程作业中的AI使用规范的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,56,从工具使用到科研能力,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow trustworthy AI data security privacy fairness explainability workflow | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 从工具使用到科研能力 | AI Agent trustworthy AI data security privacy fairness explainability workflow diagram,算法流程,flowchart,从工具使用到科研能力的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,57,10.4 可解释AI与模型可信度评价 △★,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 10.4 可解释AI与模型可信度评价 △★ | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,10.4 可解释AI与模型可信度评价 △★的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch10,第10章_可信AI数据安全与综合应用_100页_Marp.md,58,10.4.1 可解释性与可解释AI,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram trustworthy AI data security privacy fairness explainability workflow | 可信AI 数据安全 隐私 公平性 可解释性 示意图 10.4.1 可解释性与可解释AI | 可信AI trustworthy AI data security privacy fairness explainability workflow diagram,安全合规案例,schematic,10.4.1 可解释性与可解释AI的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
